"","account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan","loan_default","max_withdrawal","min_withdrawal","id","date","type","amount","balance","bank","account","method","category","cc_payments","max_balance","min_balance"
"3135",3296,"1996-03-15","monthly","Bruntal",1,1,NA,NA,NA,NA,"F",NA,62900,15,967235,"1996-03-15","credit",1000,1000,"",NA,"cash","",68,119399,1000
"3136",3297,"1995-02-17","monthly","Blansko",2,0,NA,NA,NA,NA,"F",NA,29600,15,967509,"1995-02-17","credit",1100,1100,"",NA,"cash","",94,61173,1100
"3137",3298,"1993-08-04","monthly","Rokycany",1,0,NA,NA,NA,NA,"F",NA,25900,15,967737,"1993-08-04","credit",1100,1100,"",NA,"cash","",138,64298,1100
"3138",3299,"1997-05-16","weekly","Praha - zapad",1,0,NA,NA,NA,NA,"F",NA,59000,30,968096,"1997-05-16","credit",200,200,"",NA,"cash","",42,128818,200
"3139",3300,"1997-09-19","monthly","Novy Jicin",1,1,NA,NA,NA,NA,"F",NA,53100,15,968234,"1997-09-19","credit",1100,1100,"",NA,"cash","",31,124057,1100
"3140",3301,"1996-04-25","monthly","Ceske Budejovice",1,0,NA,NA,NA,NA,"F",NA,21200,15,968408,"1996-04-25","credit",900,900,"",NA,"cash","",66,60627,900
"3141",3302,"1993-03-02","monthly","Tabor",1,1,NA,NA,NA,NA,"F",NA,7530,15,968613,"1993-03-02","credit",700,700,"",NA,"cash","",179,62495,700
"3142",3303,"1995-11-17","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,29760,15,969199,"1995-11-17","credit",800,800,"",NA,"cash","",75,79433,800
"3143",3304,"1997-01-16","monthly","Liberec",1,0,NA,NA,NA,NA,"F",NA,14720,15,969426,"1997-01-16","credit",800,800,"",NA,"cash","",49,51668,800
"3144",3305,"1995-12-09","monthly","Rakovnik",1,0,NA,NA,NA,NA,"F",NA,11850,15,969576,"1995-12-09","credit",600,600,"",NA,"cash","",75,32229,600
"3145",3306,"1993-08-24","monthly","Prerov",1,0,NA,NA,NA,NA,"F",NA,29400,15,969887,"1993-08-24","credit",800,800,"",NA,"cash","",134,53072,800
"3146",3307,"1994-03-13","monthly","Sokolov",1,0,NA,NA,NA,NA,"F",NA,27200,15,970349,"1994-03-13","credit",800,800,"",NA,"cash","",200,94167,800
"3147",3308,"1996-04-02","monthly","Teplice",1,0,NA,NA,NA,NA,"F",NA,33500,15,970733,"1996-04-02","credit",400,400,"",NA,"cash","",68,56646,400
"3148",3309,"1993-11-20","monthly","Zdar nad Sazavou",1,0,NA,NA,NA,NA,"F",NA,30700,15,970908,"1993-11-20","credit",1100,1100,"",NA,"cash","",123,56835,1100
"3149",3310,"1993-09-15","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,8850,15,971470,"1993-09-15","credit",900,900,"",NA,"cash","",123,28197,900
"3150",3311,"1996-08-18","monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,"F",NA,58000,15,971809,"1996-08-18","credit",1000,1000,"",NA,"cash","",77,142996,1000
"3151",3312,"1996-12-04","monthly","Sokolov",1,0,NA,NA,NA,NA,"F",NA,5200,15,972168,"1996-12-04","credit",700,700,"",NA,"cash","",63,45029,700
"3152",3314,"1996-10-14","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,34800,200,972712,"1996-10-14","credit",1000,1000,"",NA,"cash","",36,127467,1000
"3153",3315,"1995-08-24","monthly","Cheb",2,1,NA,NA,NA,NA,"F",NA,17600,15,972844,"1995-08-24","credit",200,200,"",NA,"cash","",83,105527,200
"3154",3316,"1993-05-06","monthly","Plzen - sever",1,0,NA,NA,NA,NA,"F",NA,15200,15,973052,"1993-05-06","credit",800,800,"",NA,"cash","",143,62210,800
"3155",3317,"1995-10-04","monthly","Kladno",1,0,NA,NA,NA,NA,"F",NA,7020,15,973477,"1995-10-04","credit",600,600,"",NA,"cash","",79,24936,600
"3156",3318,"1996-06-25","monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,"F",NA,4600,15,973726,"1996-06-25","credit",1000,1000,"",NA,"cash","",57,16929,1000
"3157",3319,"1993-08-29","monthly","Breclav",1,0,NA,NA,NA,NA,"F",NA,7020,15,973973,"1993-08-29","credit",1100,1100,"",NA,"cash","",160,62277,1100
"3158",3320,"1995-12-01","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,3060,15,974435,"1995-12-01","credit",900,900,"",NA,"cash","",75,23975,900
"3159",3321,"1995-04-18","monthly","Pelhrimov",1,0,NA,NA,NA,NA,"F",NA,22000,15,974677,"1995-04-18","credit",1100,1100,"",NA,"cash","",154,83380,1100
"3160",3322,"1996-03-20","weekly","Znojmo",1,0,NA,NA,NA,NA,"F",NA,36600,30,974973,"1996-03-20","credit",400,400,"",NA,"cash","",77,129743,400
"3161",3323,"1993-09-08","monthly","Rakovnik",2,0,NA,NA,NA,NA,"F",NA,26080,15,975208,"1993-09-08","credit",1000,1000,"",NA,"cash","",130,80408,1000
"3162",3324,"1997-10-17","monthly","Beroun",1,1,NA,NA,NA,NA,"F",NA,18100,15,975638,"1997-10-17","credit",500,500,"",NA,"cash","",37,61178,500
"3163",3325,"1997-11-03","monthly","Praha - zapad",1,1,NA,NA,NA,NA,"F",NA,56600,15,975788,"1997-11-03","credit",200,200,"",NA,"cash","",30,107473,200
"3164",3326,"1993-11-11","monthly","Kolin",1,0,NA,NA,NA,NA,"F",NA,59100,2,975914,"1993-11-11","credit",400,400,"",NA,"cash","",115,145343,-41126
"3165",3327,"1993-04-16","monthly","Jicin",1,0,NA,NA,NA,NA,"F",NA,16800,15,976268,"1993-04-16","credit",1100,1100,"",NA,"cash","",149,77406,1100
"3166",3328,"1997-03-17","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,3840,15,976743,"1997-03-17","credit",800,800,"",NA,"cash","",39,30173,800
"3167",3329,"1996-10-12","monthly","Beroun",2,0,19248,1604,12,"A","T","F",30080,15,976862,"1996-10-12","credit",200,200,"",NA,"cash","",58,65132,200
"3168",3330,"1995-07-08","monthly","Sumperk",1,0,NA,NA,NA,NA,"F",NA,63400,15,977100,"1995-07-08","credit",400,400,"",NA,"cash","",105,149505,400
"3169",3331,"1997-02-20","monthly","Jindrichuv Hradec",2,0,NA,NA,NA,NA,"F",NA,15100,15,977475,"1997-02-20","credit",400,400,"",NA,"cash","",47,49921,400
"3170",3332,"1997-03-25","monthly","Pelhrimov",1,0,NA,NA,NA,NA,"F",NA,25000,15,977640,"1997-03-25","credit",300,300,"",NA,"cash","",46,64259,300
"3171",3333,"1997-11-27","monthly","Chrudim",1,0,NA,NA,NA,NA,"F",NA,20200,15,977758,"1997-11-27","credit",1100,1100,"",NA,"cash","",36,70501,1100
"3172",3334,"1996-07-09","monthly","Bruntal",1,0,NA,NA,NA,NA,"F",NA,23300,100,977867,"1996-07-09","credit",700,700,"",NA,"cash","",33,77386,700
"3173",3335,"1996-02-18","monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,"F",NA,7890,15,977995,"1996-02-18","credit",1000,1000,"",NA,"cash","",65,28551,1000
"3174",3336,"1994-09-19","monthly","Trutnov",1,0,NA,NA,NA,NA,"F",NA,17600,15,978156,"1994-09-19","credit",900,900,"",NA,"cash","",100,36923,900
"3175",3337,"1997-02-22","after every transaction","Jihlava",2,0,NA,NA,NA,NA,"F",NA,62500,100,978443,"1997-02-22","credit",500,500,"",NA,"cash","",68,136229,500
"3176",3338,"1995-12-24","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,19300,15,978634,"1995-12-24","credit",300,300,"",NA,"cash","",74,56920,300
"3177",3339,"1996-09-27","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,8800,15,978875,"1996-09-27","credit",900,900,"",NA,"cash","",60,45514,900
"3178",3342,"1997-10-06","monthly","Kromeriz",2,0,NA,NA,NA,NA,"F",NA,14900,15,979819,"1997-10-06","credit",200,200,"",NA,"cash","",32,60356,200
"3179",3343,"1997-08-03","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,36640,15,979931,"1997-08-03","credit",1000,1000,"",NA,"cash","",37,79763,1000
"3180",3344,"1997-05-15","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,61900,15,980087,"1997-05-15","credit",1000,1000,"",NA,"cash","",61,129694,1000
"3181",3345,"1993-12-08","monthly","Domazlice",1,0,NA,NA,NA,NA,"F",NA,5800,1,980264,"1993-12-08","credit",600,600,"",NA,"cash","",115,23523,-4101
"3182",3346,"1997-07-25","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,27600,15,980643,"1997-07-25","credit",400,400,"",NA,"cash","",36,79273,400
"3183",3347,"1996-08-19","monthly","Kladno",1,0,NA,NA,NA,NA,"F",NA,8000,15,980805,"1996-08-19","credit",600,600,"",NA,"cash","",53,30441,600
"3184",3348,"1994-12-08","monthly","Kladno",1,0,NA,NA,NA,NA,"F",NA,25760,15,980987,"1994-12-08","credit",1100,1100,"",NA,"cash","",101,90003,1100
"3185",3349,"1996-03-28","monthly","Pardubice",1,0,NA,NA,NA,NA,"F",NA,18600,15,981331,"1996-03-28","credit",500,500,"",NA,"cash","",68,66597,500
"3186",3350,"1996-07-13","monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,"F",NA,17600,15,981531,"1996-07-13","credit",700,700,"",NA,"cash","",61,37907,700
"3187",3351,"1996-03-08","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,6300,15,981719,"1996-03-08","credit",300,300,"",NA,"cash","",69,42071,300
"3188",3352,"1993-11-08","monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,"F",NA,6900,15,981912,"1993-11-08","credit",900,900,"",NA,"cash","",145,32186,900
"3189",3353,"1996-08-27","monthly","Ostrava - mesto",1,0,146064,6086,24,"C","T","F",47400,15,982397,"1996-08-27","credit",200,200,"",NA,"cash","",73,131271,200
"3190",3354,"1993-11-05","monthly","Vyskov",1,0,4980,415,12,"A","T","F",19300,15,982737,"1993-11-05","credit",800,800,"",NA,"cash","",137,50991,800
"3191",3355,"1994-02-26","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,12000,15,983383,"1994-02-26","credit",1100,1100,"",NA,"cash","",113,77257,1100
"3192",3357,"1995-07-26","monthly","Brno - mesto",1,0,NA,NA,NA,NA,"F",NA,9000,15,984362,"1995-07-26","credit",400,400,"",NA,"cash","",80,42669,400
"3193",3358,"1996-02-21","monthly","Chrudim",1,0,NA,NA,NA,NA,"F",NA,3100,15,984604,"1996-02-21","credit",900,900,"",NA,"cash","",65,24902,900
"3194",3359,"1996-07-30","monthly","Mlada Boleslav",1,1,NA,NA,NA,NA,"F",NA,8610,15,984830,"1996-07-30","credit",500,500,"",NA,"cash","",71,42454,500
"3195",3360,"1997-11-10","monthly","Novy Jicin",1,0,NA,NA,NA,NA,"F",NA,23520,15,985034,"1997-11-10","credit",600,600,"",NA,"cash","",32,68763,600
"3196",3361,"1993-08-26","monthly","Jicin",2,0,NA,NA,NA,NA,"F",NA,45440,15,985162,"1993-08-26","credit",200,200,"",NA,"cash","",161,84803,200
"3197",3362,"1995-01-25","monthly","Opava",1,0,NA,NA,NA,NA,"F",NA,18100,15,985581,"1995-01-25","credit",1100,1100,"",NA,"cash","",105,54911,1100
"3198",3363,"1995-06-24","monthly","Sokolov",1,0,NA,NA,NA,NA,"F",NA,14500,15,985879,"1995-06-24","credit",1100,1100,"",NA,"cash","",81,36009,1100
"3199",3364,"1994-12-08","weekly","Tabor",1,0,NA,NA,NA,NA,"F",NA,63500,30,986115,"1994-12-08","credit",500,500,"",NA,"cash","",135,184989,500
"3200",3365,"1997-11-18","monthly","Praha - zapad",1,0,NA,NA,NA,NA,"F",NA,5600,15,986638,"1997-11-18","credit",1100,1100,"",NA,"cash","",26,31686,1100
"3201",3366,"1996-03-02","monthly","Frydek - Mistek",2,1,NA,NA,NA,NA,"F",NA,14900,15,986787,"1996-03-02","credit",200,200,"",NA,"cash","",71,61071,200
"3202",3367,"1993-04-01","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,64500,15,987038,"1993-04-01","credit",800,800,"",NA,"cash","",143,134405,800
"3203",3368,"1995-09-14","monthly","Karlovy Vary",2,0,NA,NA,NA,NA,"F",NA,38240,15,987507,"1995-09-14","credit",200,200,"",NA,"cash","",93,108357,200
"3204",3369,"1994-12-01","monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,"F",NA,10600,15,987882,"1994-12-01","credit",300,300,"",NA,"cash","",128,59167,300
"3205",3370,"1993-11-15","monthly","Semily",1,0,NA,NA,NA,NA,"F",NA,40500,15,988261,"1993-11-15","credit",600,600,"",NA,"cash","",131,79415,440
"3206",3371,"1993-11-04","monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,"F",NA,55700,15,988729,"1993-11-04","credit",400,400,"",NA,"cash","",148,148513,400
"3207",3372,"1994-05-26","monthly","Cheb",1,1,NA,NA,NA,NA,"F",NA,41120,15,989164,"1994-05-26","credit",1100,1100,"",NA,"cash","",112,102679,1100
"3208",3373,"1996-01-18","monthly","Plzen - jih",1,0,NA,NA,NA,NA,"F",NA,47100,15,989496,"1996-01-18","credit",900,900,"",NA,"cash","",72,65516,900
"3209",3374,"1993-02-17","monthly","Tabor",1,0,NA,NA,NA,NA,"F",NA,61500,0,989731,"1993-02-17","credit",200,200,"",NA,"cash","",120,141659,-7448
"3210",3375,"1997-01-15","monthly","Nymburk",1,1,NA,NA,NA,NA,"F",NA,29300,15,990237,"1997-01-15","credit",800,800,"",NA,"cash","",50,66068,800
"3211",3376,"1996-11-17","monthly","Jihlava",1,0,NA,NA,NA,NA,"F",NA,20800,15,990356,"1996-11-17","credit",300,300,"",NA,"cash","",52,64138,300
"3212",3377,"1996-12-02","monthly","Ostrava - mesto",1,1,NA,NA,NA,NA,"F",NA,22600,15,990543,"1996-12-02","credit",900,900,"",NA,"cash","",52,72045,900
"3213",3378,"1994-03-14","monthly","Brno - venkov",2,0,NA,NA,NA,NA,"F",NA,28160,15,990738,"1994-03-14","credit",800,800,"",NA,"cash","",121,58068,800
"3214",3379,"1997-01-24","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,18600,15,991100,"1997-01-24","credit",600,600,"",NA,"cash","",48,60507,600
"3215",3380,"1993-12-10","monthly","Zlin",1,0,NA,NA,NA,NA,"F",NA,13900,15,991219,"1993-12-10","credit",500,10346,"",NA,"cash","",135,40213,9846
"3216",3381,"1997-08-02","monthly","Frydek - Mistek",2,0,NA,NA,NA,NA,"F",NA,20500,15,991583,"1997-08-02","credit",200,200,"",NA,"cash","",36,72821,200
"3217",3382,"1997-11-20","weekly","Cheb",1,0,NA,NA,NA,NA,"F",NA,36900,30,991714,"1997-11-20","credit",1000,1000,"",NA,"cash","",21,116379,1000
"3218",3383,"1997-09-28","monthly","Rokycany",1,1,NA,NA,NA,NA,"F",NA,18900,15,991845,"1997-09-28","credit",300,300,"",NA,"cash","",59,57691,300
"3219",3384,"1995-11-05","monthly","Ceske Budejovice",1,0,NA,NA,NA,NA,"F",NA,11550,15,991982,"1995-11-05","credit",1100,1100,"",NA,"cash","",77,51590,1100
"3220",3385,"1997-12-21","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,4200,15,992231,"1997-12-21","credit",600,600,"",NA,"cash","",33,52887,600
"3221",3386,"1995-05-23","monthly","Benesov",1,1,NA,NA,NA,NA,"F",NA,57300,4,992352,"1995-05-23","credit",600,600,"",NA,"cash","",113,135319,-2167
"3222",3387,"1996-12-28","weekly","Klatovy",2,0,NA,NA,NA,NA,"F",NA,52900,30,992661,"1996-12-28","credit",500,500,"",NA,"cash","",54,117601,500
"3223",3389,"1996-01-30","monthly","Rakovnik",1,0,NA,NA,NA,NA,"F",NA,63400,15,993294,"1996-01-30","credit",1100,1100,"",NA,"cash","",104,148745,1100
"3224",3390,"1996-12-22","weekly","Pribram",1,0,40632,3386,12,"C","T","F",20865,30,993574,"1996-12-22","credit",1100,1100,"",NA,"cash","",50,79348,1100
"3225",3391,"1993-04-01","monthly","Ostrava - mesto",1,1,NA,NA,NA,NA,"F",NA,27040,15,993936,"1993-04-01","credit",300,300,"",NA,"cash","",141,73827,300
"3226",3392,"1995-06-08","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,12640,15,994507,"1995-06-08","credit",1000,1000,"",NA,"cash","",96,42214,1000
"3227",3393,"1996-12-22","monthly","Kladno",2,0,NA,NA,NA,NA,"F",NA,22890,15,994768,"1996-12-22","credit",800,800,"",NA,"cash","",51,43302,800
"3228",3394,"1996-10-09","monthly","Cheb",1,0,NA,NA,NA,NA,"F",NA,9250,15,995001,"1996-10-09","credit",200,200,"",NA,"cash","",55,31417,200
"3229",3395,"1997-11-05","monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,22100,15,995237,"1997-11-05","credit",600,600,"",NA,"cash","",29,91737,600
"3230",3396,"1997-11-20","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,30240,15,995367,"1997-11-20","credit",1100,1100,"",NA,"cash","",27,57573,1100
"3231",3397,"1996-08-04","monthly","Semily",1,0,NA,NA,NA,NA,"F",NA,18900,15,995455,"1996-08-04","credit",400,400,"",NA,"cash","",61,68619,400
"3232",3398,"1997-04-15","monthly","Hradec Kralove",1,0,NA,NA,NA,NA,"F",NA,12650,15,995664,"1997-04-15","credit",700,700,"",NA,"cash","",37,35931,700
"3233",3399,"1996-09-26","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,18100,15,995785,"1996-09-26","credit",900,900,"",NA,"cash","",56,57264,900
"3234",3401,"1997-10-04","weekly","Louny",1,1,NA,NA,NA,NA,"F",NA,61600,30,996391,"1997-10-04","credit",400,400,"",NA,"cash","",34,134128,400
"3235",3402,"1995-03-16","weekly","Sumperk",1,0,NA,NA,NA,NA,"F",NA,63100,30,996530,"1995-03-16","credit",400,400,"",NA,"cash","",144,162809,400
"3236",3403,"1997-05-20","monthly","Vyskov",1,0,71820,1995,36,"C","T","F",47600,15,996990,"1997-05-20","credit",700,700,"",NA,"cash","",53,126305,700
"3237",3404,"1997-11-04","monthly","Decin",1,1,NA,NA,NA,NA,"F",NA,22300,15,997150,"1997-11-04","credit",1000,1000,"",NA,"cash","",30,79639,1000
"3238",3405,"1994-03-07","monthly","Liberec",1,1,NA,NA,NA,NA,"F",NA,24000,15,997253,"1994-03-07","credit",200,200,"",NA,"cash","",118,71850,200
"3239",3406,"1997-12-08","monthly","Blansko",1,0,NA,NA,NA,NA,"F",NA,10500,15,997613,"1997-12-08","credit",1100,7194,"",NA,"cash","",27,31574,6094
"3240",3407,"1993-08-24","monthly","Plzen - sever",1,0,NA,NA,NA,NA,"F",NA,48100,1,997734,"1993-08-24","credit",600,600,"",NA,"cash","",141,140703,-2839
"3241",3408,"1993-09-19","monthly","Uherske Hradiste",2,0,NA,NA,NA,NA,"F",NA,44500,15,998108,"1993-09-19","credit",300,300,"",NA,"cash","",128,76788,300
"3242",3409,"1996-03-01","monthly","Cheb",1,0,NA,NA,NA,NA,"F",NA,9400,15,998455,"1996-03-01","credit",900,900,"",NA,"cash","",69,24209,900
"3243",3410,"1995-07-03","monthly","Most",2,0,NA,NA,NA,NA,"F",NA,16000,15,998645,"1995-07-03","credit",1100,1100,"",NA,"cash","",90,60998,1100
"3244",3411,"1996-12-17","monthly","Prachatice",1,0,NA,NA,NA,NA,"F",NA,31360,15,999031,"1996-12-17","credit",900,900,"",NA,"cash","",57,69548,900
"3245",3412,"1996-12-20","monthly","Tachov",1,0,NA,NA,NA,NA,"F",NA,8900,15,999227,"1996-12-20","credit",400,400,"",NA,"cash","",46,27251,400
"3246",3413,"1993-07-13","monthly","Karvina",2,0,NA,NA,NA,NA,"F",NA,44160,15,999445,"1993-07-13","credit",800,800,"",NA,"cash","",168,116067,800
"3247",3415,"1997-12-06","monthly","Prerov",1,0,NA,NA,NA,NA,"F",NA,20300,15,1000564,"1997-12-06","credit",700,700,"",NA,"cash","",32,42673,700
"3248",3417,"1995-09-28","monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,"F",NA,39900,15,1001013,"1995-09-28","credit",1100,1100,"",NA,"cash","",132,65622,1100
"3249",3418,"1996-09-02","after every transaction","Havlickuv Brod",2,0,207264,4318,48,"C","T","F",56700,100,1001299,"1996-09-02","credit",400,400,"",NA,"cash","",72,124818,400
"3250",3419,"1994-10-29","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,16160,15,1001544,"1994-10-29","credit",800,800,"",NA,"cash","",110,45038,800
"3251",3421,"1995-02-01","monthly","Tachov",1,0,NA,NA,NA,NA,"F",NA,37440,15,1002321,"1995-02-01","credit",500,500,"",NA,"cash","",101,92568,500
"3252",3422,"1996-03-28","monthly","Tabor",1,1,NA,NA,NA,NA,"F",NA,40960,15,1002614,"1996-03-28","credit",700,700,"",NA,"cash","",69,72807,700
"3253",3423,"1997-11-10","monthly","Praha - zapad",1,0,NA,NA,NA,NA,"F",NA,11000,15,1002813,"1997-11-10","credit",300,300,"",NA,"cash","",32,35060,300
"3254",3424,"1993-02-16","monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,"F",NA,64700,15,1002957,"1993-02-16","credit",900,900,"",NA,"cash","",183,151731,900
"3255",3425,"1994-08-24","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,7050,15,1003660,"1994-08-24","credit",500,500,"",NA,"cash","",135,65634,500
"3256",3426,"1996-07-13","weekly","Nymburk",1,0,NA,NA,NA,NA,"F",NA,24956,30,1004009,"1996-07-13","credit",700,700,"",NA,"cash","",66,88440,700
"3257",3427,"1996-08-23","monthly","Liberec",1,0,NA,NA,NA,NA,"F",NA,27200,15,1004270,"1996-08-23","credit",1100,1100,"",NA,"cash","",58,100311,1100
"3258",3428,"1997-07-12","monthly","Plzen - jih",2,0,NA,NA,NA,NA,"F",NA,40960,15,1004457,"1997-07-12","credit",300,300,"",NA,"cash","",39,52141,300
"3259",3429,"1993-12-17","monthly","Opava",1,0,NA,NA,NA,NA,"F",NA,14900,15,1004568,"1993-12-17","credit",500,500,"",NA,"cash","",118,46505,500
"3260",3430,"1996-12-10","monthly","Nymburk",1,0,NA,NA,NA,NA,"F",NA,5900,15,1005039,"1996-12-10","credit",500,500,"",NA,"cash","",66,50142,500
"3261",3431,"1996-09-21","monthly","Zlin",2,0,NA,NA,NA,NA,"F",NA,26240,15,1005222,"1996-09-21","credit",300,300,"",NA,"cash","",57,80771,300
"3262",3432,"1996-06-25","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,7600,15,1005426,"1996-06-25","credit",1000,1000,"",NA,"cash","",73,33927,1000
"3263",3433,"1997-07-07","monthly","Opava",2,0,NA,NA,NA,NA,"F",NA,2800,15,1005637,"1997-07-07","credit",500,500,"",NA,"cash","",37,24925,500
"3264",3434,"1996-05-13","monthly","Ceska Lipa",2,0,NA,NA,NA,NA,"F",NA,3800,15,1005753,"1996-05-13","credit",900,900,"",NA,"cash","",59,21464,900
"3265",3435,"1993-07-01","monthly","Kromeriz",1,0,NA,NA,NA,NA,"F",NA,3760,15,1005973,"1993-07-01","credit",200,200,"",NA,"cash","",133,31873,200
"3266",3436,"1995-06-24","monthly","Kolin",1,0,NA,NA,NA,NA,"F",NA,8790,15,1006334,"1995-06-24","credit",200,200,"",NA,"cash","",81,34531,200
"3267",3437,"1996-11-13","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,64800,15,1006549,"1996-11-13","credit",400,400,"",NA,"cash","",77,145943,400
"3268",3438,"1996-12-21","monthly","Jablonec n. Nisou",2,0,NA,NA,NA,NA,"F",NA,5850,15,1006814,"1996-12-21","credit",1000,1000,"",NA,"cash","",45,28552,1000
"3269",3439,"1996-02-16","monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,18800,15,1006992,"1996-02-16","credit",700,700,"",NA,"cash","",73,71522,700
"3270",3440,"1995-09-22","monthly","Domazlice",1,0,NA,NA,NA,NA,"F",NA,16000,5,1007193,"1995-09-22","credit",500,500,"",NA,"cash","",83,91335,500
"3271",3442,"1996-01-16","monthly","Kladno",1,0,NA,NA,NA,NA,"F",NA,3500,15,1008103,"1996-01-16","credit",900,900,"",NA,"cash","",67,24706,900
"3272",3443,"1996-07-26","monthly","Jicin",1,0,NA,NA,NA,NA,"F",NA,4950,15,1008293,"1996-07-26","credit",400,400,"",NA,"cash","",55,24322,400
"3273",3444,"1997-09-04","weekly","Blansko",1,1,NA,NA,NA,NA,"F",NA,48300,30,1008455,"1997-09-04","credit",200,200,"",NA,"cash","",39,104548,200
"3274",3445,"1994-02-22","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,38600,15,1008569,"1994-02-22","credit",1100,1100,"",NA,"cash","",120,62199,1100
"3275",3446,"1996-09-27","after every transaction","Kutna Hora",1,1,NA,NA,NA,NA,"F",NA,58300,100,1008860,"1996-09-27","credit",900,900,"",NA,"cash","",82,163271,900
"3276",3448,"1996-06-06","weekly","Jihlava",2,0,68664,2861,24,"C","T","F",40900,30,1009426,"1996-06-06","credit",700,700,"",NA,"cash","",59,115629,700
"3277",3449,"1995-04-27","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,27400,15,1009652,"1995-04-27","credit",1000,1000,"",NA,"cash","",120,81470,1000
"3278",3450,"1996-12-13","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,59900,15,1009901,"1996-12-13","credit",500,500,"",NA,"cash","",63,137396,500
"3279",3451,"1996-04-27","monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,"F",NA,26500,15,1010121,"1996-04-27","credit",800,800,"",NA,"cash","",65,66632,800
"3280",3452,"1996-12-13","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,3700,15,1010310,"1996-12-13","credit",800,800,"",NA,"cash","",51,32154,800
"3281",3453,"1995-06-08","monthly","Rakovnik",1,0,NA,NA,NA,NA,"F",NA,23100,15,1010485,"1995-06-08","credit",700,700,"",NA,"cash","",87,72580,700
"3282",3454,"1996-10-17","monthly","Ceska Lipa",1,0,NA,NA,NA,NA,"F",NA,12150,15,1010742,"1996-10-17","credit",500,500,"",NA,"cash","",49,36725,500
"3283",3455,"1996-03-13","monthly","Chomutov",1,0,67464,5622,12,"A","T","F",36800,15,1010928,"1996-03-13","credit",600,600,"",NA,"cash","",68,111360,600
"3284",3456,"1993-09-06","monthly","Ceska Lipa",1,0,NA,NA,NA,NA,"F",NA,39700,15,1011159,"1993-09-06","credit",300,300,"",NA,"cash","",129,56131,300
"3285",3457,"1994-10-01","monthly","Brno - mesto",1,0,NA,NA,NA,NA,"F",NA,3840,15,1011524,"1994-10-01","credit",200,200,"",NA,"cash","",103,31062,200
"3286",3458,"1995-07-07","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,3840,15,1011819,"1995-07-07","credit",600,600,"",NA,"cash","",85,29288,600
"3287",3459,"1996-06-02","monthly","Sumperk",1,0,NA,NA,NA,NA,"F",NA,23100,15,1012115,"1996-06-02","credit",600,600,"",NA,"cash","",63,87163,600
"3288",3460,"1997-04-08","monthly","Jindrichuv Hradec",2,0,140688,2931,48,"C","T","F",40700,15,1012286,"1997-04-08","credit",300,300,"",NA,"cash","",46,144580,300
"3289",3461,"1997-06-23","monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,"F",NA,5200,800,1012455,"1997-06-23","credit",900,900,"",NA,"cash","",12,34200,900
